id,record_id,pub_id,contrib_id,user_id,record_title,last_edited,year,month,day,status,review_type,reviewed_book_title,reviewed_book_pub_date,reviewed_book_publisher,reviewed_book_publisher_viaf_match,reviewed_book_genre,reviewed_book_price,reviewed_author_viaf_match,reviewed_author_name
997,136918979,24425,NULL,4,"Review 1 -- No Title",2020-04-06,1881,NULL,NULL,needs_crosscheck,single_focus,"The beautiful and the sublime: an analysis of these emotions and a determination of the objectivity of beauty",1880,"G. P. Putnam's Sons",http://viaf.org/viaf/295600056,"Nonfiction - academic/pseudo-academic",,http://viaf.org/viaf/45649523,"John Steinfort Kedney"
998,136955036,35617,NULL,4,NATURE,2020-03-23,1899,NULL,NULL,needs_crosscheck,multi,,,,,,,,
1000,136981322,35617,NULL,4,"Review 2 -- No Title",2020-03-26,1912,NULL,NULL,needs_crosscheck,single_focus,"Irish Folk-History Plays",,"G.P. Putnam's Sons",http://viaf.org/viaf/295600056,Drama,$3,http://viaf.org/viaf/73885426,"Lady Gregory"
1001,136981414,35617,NULL,4,"Review 2 -- No Title",2020-03-26,1910,NULL,NULL,needs_crosscheck,multi,,,,,,,,
1002,136984337,35617,NULL,4,"Review 1 -- No Title",2020-03-23,1912,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
1003,137004313,35617,NULL,4,"TRAVEL AND DESCRIPTION",2020-03-25,1924,NULL,NULL,needs_crosscheck,single_focus,"Unconquered Abyssinia as it is today",,"The J. B. Lippincott Company",http://viaf.org/viaf/265495543,"Nonfiction - travel",$5.00,http://viaf.org/viaf/68960391,"C. F. Rey"
1004,137035733,40856,NULL,4,"Review 2 -- No Title",2020-03-23,1907,NULL,NULL,needs_crosscheck,multi,,,,,,,,
1005,137050115,35616,NULL,4,"UNIVERSALISM IN AMERICA.1",2020-04-06,1886,NULL,NULL,needs_crosscheck,single_focus,"Universalism in America",,"Universalist Publishing House",http://viaf.org/viaf/135154924,"Nonfiction - religious",,http://viaf.org/viaf/49086043,"Richard Eddy"
1006,137053245,40705,166,4,"THE GENEVA TRIBUNAL OF ARBITRATION",2020-03-24,1912,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1007,137054677,40705,NULL,4,"CAN GERMANY BE BEATEN?",2020-04-03,1915,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1008,137064637,35616,NULL,4,"Review 1 -- No Title",2020-04-01,1883,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
1009,137077283,35616,NULL,4,"SHALL CITIES CONTROL THE GAS WORKS?1",2020-04-06,1886,NULL,NULL,needs_crosscheck,single_focus,"The relation of modern municipality to gas supply",,"American Economic Association",http://viaf.org/viaf/148600662,"Nonfiction - academic/pseudo-academic",,http://viaf.org/viaf/47125547,"Edmund J. James"
1010,137080058,35616,NULL,4,"MUSIC AND ART.",2020-03-26,1886,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1011,137083742,35616,NULL,4,"Review 5 -- No Title",2020-03-30,1890,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1012,137086337,35616,NULL,4,"Review 1 -- No Title",2020-03-23,1888,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
1013,137107056,40705,NULL,4,"WILLIAM JAMES AND OTHER ESSAYS.",2020-03-25,1912,NULL,NULL,needs_crosscheck,single_focus,"William James and Other Essays",1911,"The Macmillan Company",http://viaf.org/viaf/140726562,"Nonfiction - academic/pseudo-academic",,http://viaf.org/viaf/54221317,"Josiah Royce"
1014,137110441,35616,NULL,4,"AN ARTIST'S RECOLLECTIONS.1",2020-04-03,1888,NULL,NULL,needs_crosscheck,single_focus,"My Autobiography and Reminiscences ",,"Harper & Brothers",http://viaf.org/viaf/122099855,"Nonfiction - autobiographical",$1.50,http://viaf.org/viaf/77118105,"W. P. Frith"
1015,137114142,40705,NULL,4,"OUR WAR WITH GERMANY",2020-04-03,1918,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1016,137142998,35616,NULL,4,"THROUGH THE PYRENEES.1",2020-03-30,1889,NULL,NULL,needs_crosscheck,single_focus,,,,,,,,Dix
1017,137159275,35682,NULL,4,"Karle der der Karolinen, Palau and Marianen.",2020-04-06,1899,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
1018,137197814,40705,167,4,"NEW INTENTIONS IN THE NOVEL",2020-04-01,1923,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1019,137200952,35682,NULL,4,"In the Path of Light Around the World. A Missionary Tour.",2020-03-31,1896,NULL,NULL,needs_crosscheck,single_focus,"In the path of light around the world",,"F. H. Revell Co.",http://viaf.org/viaf/157146391,"Nonfiction - travel",,,"Thomas H. Stacy"
1020,137211244,40705,168,4,"FROUDE'S LIFE OF CARLYLE.",2020-04-06,1885,NULL,NULL,needs_crosscheck,single_focus,"Froude's Life of Carlyle",,,,"Nonfiction - biographical",,http://viaf.org/viaf/103145857814423020380,Froude
1021,137216094,40705,169,4,"MATTHEW ARNOLD AS A POET.",2020-03-31,1888,NULL,NULL,needs_crosscheck,multi,,,,,,,,
1022,137391168,24705,NULL,4,Virginia.1,2020-03-23,1884,NULL,NULL,needs_crosscheck,single_focus,"Virginia: a history of the people",1883,"Houghton, Mifflin & Co.",http://viaf.org/viaf/159556432,"Nonfiction - historical",,http://viaf.org/viaf/24960876,"John Esten Cooke"
1023,137394179,24705,NULL,4,"Review 2 -- No Title",2020-04-03,1908,NULL,NULL,needs_crosscheck,single_focus,"Get-Rich-Quick Wallingford",,"The Henry Altemus Company",http://viaf.org/viaf/139835362,"Fiction - novel",,http://viaf.org/viaf/74457884,"George Randolph Chester"
1024,137404867,24705,NULL,4,"Review 2 -- No Title",2020-03-30,1918,NULL,NULL,needs_crosscheck,single_focus,"Out of the Jaws of Hunland",,"Putnam & Sons",http://viaf.org/viaf/295600056,"Nonfiction - autobiographical",," ; http://viaf.org/viaf/51365418","Jack Evans; Fred McMullen"
1025,137412786,25258,170,4,"Review 2 -- No Title",2020-03-26,1918,NULL,NULL,needs_crosscheck,single_focus,"The Three Religious Leaders of Oxford and Their Movements, John Wycliffe, John Wesley, John Henry Newman",,"The Macmillan Company",http://viaf.org/viaf/140726562,"Nonfiction - religious",$2.50,http://viaf.org/viaf/52062774,"S. Parkes Cadman"
1026,137412843,25258,171,4,"Review 7 -- No Title",2020-03-31,1909,NULL,NULL,needs_crosscheck,single_focus,"Testimonium animæ, or Greek and Roman before Jesus Christ",,"G. E. Stechert & Co.",http://viaf.org/viaf/146908462,"Nonfiction - historical",$2.25,http://viaf.org/viaf/85181401,"E. G. Sihler"
1027,137446177,35475,NULL,4,"Review 1 -- No Title",2020-03-23,1897,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
1028,137448397,41163,172,4,"Review 9 -- No Title",2020-03-27,1891,NULL,NULL,needs_crosscheck,single_focus,"Principii di Economia Pura",1889,"G. Barbèra",http://viaf.org/viaf/123764075,"Nonfiction - academic/pseudo-academic",,http://viaf.org/viaf/46834386,"Maffeo Pantaleoni"
1029,137452139,35910,NULL,4,"NEW WORKS ON POLITICAL ECONOMY AND POLITICAL SCIENCE.",2020-04-06,1900,NULL,NULL,needs_crosscheck,multi,,,,,,,,
1030,137465790,34481,173,4,CYCLING.,2020-03-25,1897,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1031,137481594,35910,NULL,4,"Review 1 -- No Title",2020-03-31,1900,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
1032,137484231,41163,174,4,"Review 6 -- No Title",2020-04-06,1890,NULL,NULL,needs_crosscheck,single_focus,"La Population Française: Histoire de la Population avant 1789 et Démographie de la France comparée a celle des autres nations au XIXᵉ siècle, précédée d'une Introduction sur la Statistique",1889,"Arthur Rousseau",http://viaf.org/viaf/311353176,"Nonfiction - historical",,http://viaf.org/viaf/39437741,"E. Levasseur"
1033,137485069,41163,175,4,"Review 5 -- No Title",2020-03-25,1905,NULL,NULL,needs_crosscheck,single_focus,"Trusts of To-day",1904,"McClure, Philips & Co.",http://viaf.org/viaf/125952360,"Nonfiction - academic/pseudo-academic",,http://viaf.org/viaf/27443716,"Gilbert Holland Montague"
1034,137537635,24705,NULL,4,"Mayor vs. Council1",2020-03-23,1897,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1035,137545522,25258,176,4,"Review 2 -- No Title",2020-03-27,1901,NULL,NULL,needs_crosscheck,single_focus,"Lententide Sermonettes",1901,"Evang. Luth. Church Pub. Board",,"Nonfiction - religious",,http://viaf.org/viaf/8627302,"Joseph A. Seiss"
1036,137573733,24705,NULL,4,"How to Build a Home1",2020-04-03,1898,NULL,NULL,needs_crosscheck,single_focus,"How to Build a Home",,"Doubleday & McClure Co.",http://viaf.org/viaf/126823040,"Nonfiction - advice",$1.00,,"F. C. Moore"
1037,137576667,35473,NULL,4,"Review 1 -- No Title",2020-03-31,1890,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
1038,137582298,41163,177,4,"Review 7 -- No Title",2020-03-25,1902,NULL,NULL,needs_crosscheck,single_focus,"The Constitutional History of the United States",1901,"Callaghan & Company",http://viaf.org/viaf/137193669,"Nonfiction - historical",,http://viaf.org/viaf/44680201,"Francis Newton Thorpe"
1039,137588340,25258,NULL,4,"Review 3 -- No Title",2020-03-31,1899,NULL,NULL,needs_crosscheck,single_focus,"Jewish Religious Life After the Exile",1898,"G.P. Putnam's Sons",http://viaf.org/viaf/295600056,"Nonfiction - historical",,http://viaf.org/viaf/17303233,"T. K. Cheyne"
1040,137636080,41163,178,4,"Review 12 -- No Title",2020-04-03,1903,NULL,NULL,needs_crosscheck,single_focus,"Proceedings of Higher Commercial Education Convention",1903,"Michigan Political Science Association",http://viaf.org/viaf/141028214,"Nonfiction - academic/pseudo-academic",,,
1041,137677271,35910,NULL,4,PARABLES.,2020-03-25,1888,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1042,137685063,35910,NULL,4,"MR. MAUDE'S ARTICLE ON TOLSTOY.",2020-03-31,1902,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1043,137693820,25160,NULL,4,"Review 2 -- No Title",2020-03-26,1891,NULL,NULL,needs_crosscheck,single_focus,"Frederick Douglas, the colored orator",,"Funk & Wagnalls",http://viaf.org/viaf/148443438,"Nonfiction - biographical",$1.50,http://viaf.org/viaf/48339416,"Frederic May Holland"
1044,137905361,25243,NULL,4,"Review 2 -- No Title",2020-04-01,1889,NULL,NULL,needs_crosscheck,single_focus,"The International Medical Annual and Practitioner's Index",,"E. B. Treat & Co.",http://viaf.org/viaf/156067038,"Nonfiction - reference",,,
1045,519156251,55452,NULL,4,"Review 1 -- No Title",2020-03-31,1912,NULL,NULL,needs_crosscheck,brief,,,,,,,,
1046,574297988,54312,NULL,4,"Book News",2020-03-30,1905,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
1047,754017094,54317,179,4,"The Story",2020-03-31,1898,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1048,755322139,54250,NULL,4,"The Music Teaching of Children",2020-04-06,1903,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1049,760121714,54250,NULL,4,"""Richard Wagner in the Mirror of Criticism""",2020-03-23,1903,NULL,NULL,needs_crosscheck,single_focus,"Richard Wagner in the mirror of criticism",,,,"Nonfiction - academic/pseudo-academic",,http://viaf.org/viaf/15539963,"William Tappert"
1050,760121997,54250,NULL,4,"Review 1 -- No Title",2020-04-03,1904,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1051,760972642,54251,180,4,"A Note Upon Spanish Music",2020-03-25,1909,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1052,761069506,54250,NULL,4,"Review 1 -- No Title",2020-04-01,1904,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1053,847937792,85389,NULL,4,"UNCLE LIJ'S FULLOSOPHY",2020-03-30,1922,NULL,NULL,needs_crosscheck,brief,,,,,,,,
1054,88376063,41094,NULL,4,"THE FIFTH ANNUAL MEETING, AMERICAN GAS INSTITUTE",2020-04-01,1911,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1055,88396059,41095,NULL,4,"Method of Least Squares Applied to Estimating Errors in Coal Analysis",2020-03-31,1919,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1056,88403149,40426,NULL,4,"BIOGRAPHIES, NEW AND OLD",2020-03-24,1891,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
1057,88403304,40426,181,4,"THE ETERNAL CITY",2020-03-30,1898,NULL,NULL,needs_crosscheck,single_focus,"Ave Roma Immortalis",1898,"The Macmillan Co.",http://viaf.org/viaf/140726562,"Nonfiction - historical",$6.00,http://viaf.org/viaf/4958780,"F. Marion Crawford"
1058,88405017,40426,181,4,"RECENT POETRY",2020-03-27,1898,NULL,NULL,needs_crosscheck,multi,,,,,,,,
1059,88405109,40426,NULL,4,"BIOGRAPHY AND HISTORY",2020-03-25,1893,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
1060,88407598,40426,182,4,"CONCERNING CATS",2020-03-25,1901,NULL,NULL,needs_crosscheck,single_focus,"Concerning Cats",,"Lothrop Publishing Company",http://viaf.org/viaf/138642868,"Nonfiction - academic/pseudo-academic",,http://viaf.org/viaf/50266631,"Helen M. Winslow"
1061,88411253,40426,183,4,"BOOK NEWS IN ENGLAND",2020-03-31,1903,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1062,88435825,40269,NULL,4,"A SYSTEM OF SURGERY",2020-03-25,1882,NULL,NULL,needs_crosscheck,single_focus,"A System of Surgery",1881,"H. C. Lea's Son & Co.",http://viaf.org/viaf/84146331913118691924,"Nonfiction - science",,"http://viaf.org/viaf/57010138; http://viaf.org/viaf/239551513","T. Holmes; John H. Packard"
1063,886556758,54004,184,4,"MRS. PIPER OUT-PIPERED",2020-03-31,1921,NULL,NULL,needs_crosscheck,single_focus,"The Revelations of Louise",,Stokes,http://viaf.org/viaf/131785575,"Nonfiction - academic/pseudo-academic",,http://viaf.org/viaf/29000137,"Albert S. Crockett"
1064,88724451,40283,NULL,4,"For Book Lovers",2020-03-30,1894,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
1065,89024165,53095,NULL,4,"PUBLISHER'S DEPARTMENT",2020-04-03,1903,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1066,89641222,25244,NULL,4,"CURTIS ON THE CONSTITUTION.",2020-03-27,1896,NULL,NULL,needs_crosscheck,single_focus,"Constitutional History of the United States",,"Harper & Brothers",http://viaf.org/viaf/122099855,"Nonfiction - historical",,http://viaf.org/viaf/56989488,"George Ticknor Curtis"
1067,89641746,25244,NULL,4,"Review 8 -- No Title",2020-03-25,1885,NULL,NULL,needs_crosscheck,single_focus,"American Presbyterianism, its origin and early history",,Scribners,http://viaf.org/viaf/121555288,"Nonfiction - historical",,http://viaf.org/viaf/54296612,"Charles A. Briggs"
1068,89642340,25244,185,4,"STUDIES IN SHAKESPEARE.",2020-03-31,1885,NULL,NULL,needs_crosscheck,single_focus,"Studies in Shakespeare",,"Houghton, Mifflin & Co.",http://viaf.org/viaf/159556432,"Nonfiction - academic/pseudo-academic",,http://viaf.org/viaf/47124580,"Richard Grant White"
1069,89642709,25244,NULL,4,"WRITINGS OF THOMAS JEFFERSON.",2020-03-27,1893,NULL,NULL,needs_crosscheck,single_focus,"The Writings of Thomas Jefferson",,"G.P. Putnam's Sons",http://viaf.org/viaf/295600056,"Nonfiction - biographical",,http://viaf.org/viaf/34530408,"Paul Leicester Ford"
1070,89644210,25244,NULL,4,"Review 4 -- No Title",2020-03-25,1894,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1071,89646113,25244,NULL,4,"THE CONCLUSION OF BAIRD'S HISTORY OF THE HUGENOTS.",2020-04-01,1895,NULL,NULL,needs_crosscheck,single_focus,"The Huguenots and the Revocation of the Edict of Nantes",,"Charles Scribner's Sons",http://viaf.org/viaf/121555288,"Nonfiction - historical",,http://viaf.org/viaf/7750836,"Henry M. Baird"
1072,89652277,25244,NULL,4,"Review 2 -- No Title",2020-03-31,1900,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
1073,89652404,25244,NULL,4,"Biographical edition of Thackeray.",2020-03-30,1898,NULL,NULL,needs_crosscheck,multi,,,,,,,,
1074,89655249,25244,NULL,4,"Men and measures of Jackson's time.",2020-04-03,1899,NULL,NULL,needs_crosscheck,single_focus,"The Jacksonian Epoch",,Harper,http://viaf.org/viaf/122099855,"Nonfiction - historical",,http://viaf.org/viaf/14396407,"Charles H. Peck"
1075,89655696,25244,NULL,4,"The German Emperor in private life.",2020-04-03,1899,NULL,NULL,needs_crosscheck,single_focus,"The Emperor of Germany at Home",,"Dodd, Mead & Co.",http://viaf.org/viaf/266483422,"Nonfiction - biographical",,http://viaf.org/viaf/20066061,"Maurice Leudet"
1076,89656875,24482,NULL,4,"Review 1 -- No Title",2020-03-24,1896,NULL,NULL,needs_crosscheck,single_focus,"The Primary Factors of Organic Evolution",1896,"The Open Court Publishing Co.",http://viaf.org/viaf/264059595,"Nonfiction - science",,http://viaf.org/viaf/7451022,"E. D. Cope"
1077,89656889,25244,NULL,4,"THE MEMORIALS OF LORD SELBORNE.",2020-03-24,1899,NULL,NULL,needs_crosscheck,single_focus,"Memorials, personal and political, 1865-1895",,"The Macmillan Co.",http://viaf.org/viaf/140726562,"Nonfiction - autobiographical",,http://viaf.org/viaf/62406039,"Roundell Palmer"
1078,89664003,25244,NULL,4,"Review 1 -- No Title",2020-04-06,1901,NULL,NULL,needs_crosscheck,single_focus,"The Last Years of the Nineteenth Century",,McClurg,http://viaf.org/viaf/159744153,"Nonfiction - historical",,http://viaf.org/viaf/16173037,"Elizabeth Wormeley Latimer"
1079,89664845,25244,186,4,"HENRY JAMES: AN APPRECIATION.",2020-03-26,1905,NULL,NULL,needs_crosscheck,single_focus,"The Novels of Henry James",,"G.P. Putnam's Sons",http://viaf.org/viaf/295600056,"Nonfiction - academic/pseudo-academic",,http://viaf.org/viaf/60324478,"Elisabeth Luther Cary"
1080,89666840,25244,NULL,4,"Review 3 -- No Title",2020-04-03,1907,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1081,89668294,25244,187,4,"THE LATEST AND LAST OF MR. SPENCER'S WRITINGS.",2020-03-31,1902,NULL,NULL,needs_crosscheck,single_focus,"Facts and Comments",,"D. Appleton & Co.",http://viaf.org/viaf/129012558,"Nonfiction - academic/pseudo-academic",,http://viaf.org/viaf/27074806,"Herbert Spencer"
1082,89669022,25244,187,4,"THE GENIUS OF BALZAC.",2020-03-24,1911,NULL,NULL,needs_crosscheck,single_focus,Balzac,,"Wessels & Bissell Co.",,"Nonfiction - biographical",,http://viaf.org/viaf/218518321,"Frederick Lawton"
1083,89669855,25244,NULL,4,"JAPANESE ARCHITECTURE AND ALLIED ARTS.",2020-04-03,1906,NULL,NULL,needs_crosscheck,single_focus,"Impressions of Japanese Architecture and the Allied Arts",,"The Baker & Taylor Co.",http://viaf.org/viaf/150089678,"Nonfiction - academic/pseudo-academic",,http://viaf.org/viaf/27311835,"Ralph Adams Cram"
1084,89670637,25244,NULL,4,"THE MARCUS WHITMAN LEGEND.",2020-03-26,1902,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
1085,89670781,25244,188,4,"A BRITISH DIPLOMAT'S RECOLLECTIONS.",2020-03-31,1908,NULL,NULL,needs_crosscheck,single_focus,"Rambling Recollections",,"The Macmillan Co.",http://viaf.org/viaf/140726562,"Nonfiction - autobiographical",,http://viaf.org/viaf/87219982,"Henry Drummond Wolff"
1086,89671870,25244,NULL,4,"""A STILL, STRONG MAN.""",2020-03-23,1909,NULL,NULL,needs_crosscheck,single_focus,"Recollections of Grover Cleveland",,"The Century Co.",http://viaf.org/viaf/127849436,"Nonfiction - biographical",,http://viaf.org/viaf/7763378,"George F. Parker"
1087,89672139,25244,NULL,4,"Familiar life of S. A. Douglas.",2020-03-23,1909,NULL,NULL,needs_crosscheck,single_focus,"Stephen A. Douglas",,"McClurg & Co.",http://viaf.org/viaf/159744153,"Nonfiction - biographical",,http://viaf.org/viaf/38519705,"Clark E. Carr"
1088,89672164,25244,189,4,"WAGNER'S AUTOBIOGRAPHY.",2020-03-31,1911,NULL,NULL,needs_crosscheck,single_focus,"My life",,"Dodd, Mead & Co.",http://viaf.org/viaf/266483422,"Nonfiction - autobiographical",,http://viaf.org/viaf/29732107,"Richard Wagner"
1089,89672756,25244,NULL,4,"Review 7 -- No Title",2020-03-31,1916,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1090,89677661,25244,NULL,4,"Review 5 -- No Title",2020-03-27,1917,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
1091,89678203,25244,NULL,4,"PETRARCH AGAIN.",2020-04-06,1915,NULL,NULL,needs_crosscheck,single_focus,"Some Love Songs of Petrarch",,"Oxford University Press",http://viaf.org/viaf/140705396,"Nonfiction - academic/pseudo-academic",,http://viaf.org/viaf/42207656,"William Dudley Foulke"
1092,89678544,25244,NULL,4,"The pensive oyster and retiring clam.",2020-03-23,1910,NULL,NULL,needs_crosscheck,single_focus,"Shell-fish industries",,Holt,http://viaf.org/viaf/126775354,"Nonfiction - science",,,Kellogg
1093,89679735,25244,190,4,"RUSSIAN MEMORIES.",2020-03-31,1917,NULL,NULL,needs_crosscheck,single_focus,"Russian Memories",,Dutton,http://viaf.org/viaf/266034617,"Nonfiction - autobiographical",$3.50,http://viaf.org/viaf/40109921,"Olga Novikoff"
1094,89679893,25244,191,4,"EMBRACING THE REALITIES.",2020-04-03,1917,NULL,NULL,needs_crosscheck,multi,,,,,,,,
1095,89680750,25244,NULL,4,"Luther's works in English dress.",2020-03-31,1916,NULL,NULL,needs_crosscheck,single_focus,,,"A. J. Holman & Co.",http://viaf.org/viaf/141072765,"Nonfiction - religious",,http://viaf.org/viaf/14773105,"Martin Luther"
1096,89683500,25244,NULL,4,"An Italian student of criminology.",2020-03-31,1914,NULL,NULL,needs_crosscheck,single_focus,Criminology,,"Little, Brown",http://viaf.org/viaf/144240696,"Nonfiction - academic/pseudo-academic",,http://viaf.org/viaf/41912114,"Raffaele Garofalo"
1097,89687165,25244,192,4,"THE MIRROR AND THE LAMP.",2020-03-24,1919,NULL,NULL,needs_crosscheck,single_focus,"The mirror and the lamp",,Bobbs-Merrill,http://viaf.org/viaf/155934606,"Fiction - novel",$1.75,http://viaf.org/viaf/73014818,"W. B. Maxwell"
1098,89688865,41445,NULL,4,"Review 1 -- No Title",2020-03-25,1887,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
1099,89693752,25244,NULL,4,"Review 2 -- No Title",2020-03-26,1915,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1100,89749478,24087,NULL,4,"JANE AUSTEN.",2020-03-25,1882,NULL,NULL,needs_crosscheck,multi,,,,,,,,
1101,89759971,24090,NULL,4,"THE PRINCESS AND HER POOR.",2020-03-23,1899,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1102,89762776,24087,NULL,4,"Review 5 -- No Title",2020-03-26,1884,NULL,NULL,needs_crosscheck,single_focus,"My reminiscences",,"Roberts Brothers",http://viaf.org/viaf/146678246,"Nonfiction - autobiographical",,http://viaf.org/viaf/9973706,"Ronald Gower"
1103,89782927,24091,NULL,4,"THE RESPECT DUE TO YOUTH.",2020-03-27,1901,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1104,89785118,24091,NULL,4,"A LADY OF QUALITY.",2020-03-27,1901,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1105,89785260,24091,NULL,4,DEAFNESS.,2020-04-03,1901,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1106,89806553,24907,NULL,4,"Review 10 -- No Title",2020-04-03,1882,NULL,NULL,needs_crosscheck,single_focus,"Supplicium Æternum",,"Warren F. Draper",,"Nonfiction - religious",,http://viaf.org/viaf/31152718,"John W. Haley"
1107,89808366,24907,193,4,"The Church of the Future.",2020-03-30,1881,NULL,NULL,needs_crosscheck,single_focus,"The Church of the Future",1881,"Macmillan & Co.",http://viaf.org/viaf/140726562,"Nonfiction - religious",$1.00,http://viaf.org/viaf/65497785,"Archibald Campbell"
1108,89809419,24907,NULL,4,"IV. BIOGRAPHY.",2020-03-31,1882,NULL,NULL,needs_crosscheck,single_focus,"James T. Fields: Biographical Notes and Personal Sketches",,"Houghton, Mifflin & Co.",http://viaf.org/viaf/159556432,"Nonfiction - biographical",,http://viaf.org/viaf/69069190,Fields
1109,89810338,24908,194,4,"The Family in Roman Civil Law.",2020-04-06,1891,NULL,NULL,needs_crosscheck,multi,,,,,,,,
1110,89812878,24908,NULL,4,"Review 10 -- No Title",2020-03-31,1889,NULL,NULL,needs_crosscheck,single_focus,"Jacques Bonhomme, John Bull on the Continent, and from my Letter-Box",,"Cassel & Co.",http://viaf.org/viaf/121718240,"Fiction - short story",,http://viaf.org/viaf/66541057,"Max O'Rell"
1111,89863757,27478,NULL,4,"Review 9 -- No Title",2020-03-31,1882,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
1112,899642940,376308,NULL,4,PERSONAL,2020-03-25,1901,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
1113,90010449,24565,NULL,4,"THE GARDEN OF DESIRE",2020-04-06,1913,NULL,NULL,needs_crosscheck,single_focus,"The Garden without Walls",,"Henry Holt & Co.",http://viaf.org/viaf/126775354,"Fiction - novel",$1.35,http://viaf.org/viaf/49608539,"Conningsby Dawson"
1114,90015854,24565,NULL,4,"Synthetic Stone",2020-03-31,1921,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
1115,90039035,25067,NULL,4,"A FAIR MAID.",2020-03-31,1884,NULL,NULL,needs_crosscheck,single_focus,"A Fair Maid",,"Harper & Brothers",http://viaf.org/viaf/122099855,"Fiction - novel",,http://viaf.org/viaf/11092462,"F. W. Robinson"
1116,90053551,25067,195,4,"GOTTFRIED KELLER AND HIS LATEST NOVEL.",2020-04-03,1889,NULL,NULL,needs_crosscheck,single_focus,"Martin Salander",1889,"Gebr. Paetel",http://viaf.org/viaf/138603248,"Fiction - novel",,http://viaf.org/viaf/102319551,"Gottfried Keller"
1117,90067735,25067,NULL,4,"IN A CLUB CORNER.",2020-03-24,1890,NULL,NULL,needs_crosscheck,single_focus,"In a club corner",,"Houghton, Mifflin & Co.",http://viaf.org/viaf/159556432,"Nonfiction - autobiographical",,http://viaf.org/viaf/63061569,"A. P. Russell"
1118,90069853,25067,NULL,4,"WOMAN AND THE REPUBLIC.",2020-03-31,1897,NULL,NULL,needs_crosscheck,single_focus,"Woman and the Republic",,"D. Appleton & Co.",http://viaf.org/viaf/129012558,"Nonfiction - academic/pseudo-academic",$1.50,http://viaf.org/viaf/24488947,"Helen Kendrick Johnson"
1119,90070725,25067,NULL,4,"A JOURNEY IN OTHER WORLDS.",2020-04-06,1894,NULL,NULL,needs_crosscheck,single_focus,"A journey in other worlds",,"D. Appleton & Co.",http://viaf.org/viaf/129012558,"Fiction - novel",$1.50,http://viaf.org/viaf/74646588,"John Jacob Astor"
1120,90073662,25067,NULL,4,"THE BARREN GROUND OF NORTHERN CANADA.",2020-03-26,1892,NULL,NULL,needs_crosscheck,single_focus,"The Barren Ground of Northern Canada",,"Macmillan & Co.",http://viaf.org/viaf/140726562,"Nonfiction - travel",$2.00,http://viaf.org/viaf/14690605,"Warburton Pike"
1121,90081351,25067,NULL,4,"Review 3 -- No Title",2020-03-23,1895,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
